legacy_alias,current_portion,candidate_rank,cnf_food_id,score,cnf_fr,cnf_en,kcal_100g,protein_100g,carbs_100g,fat_100g
plantain,1 moyenne,4,7824,1.133,"Plantain, (banane des antilles), vert, cru","Plantain, green, raw",152,1.25,36.66,0.07
plantain,1 moyenne,5,7825,1.133,"Plantain, (banane des antilles), vert, bouilli","Plantain, green, boiled",121,1.09,29.15,0.08
manioc,1 tasse cuite,1,2045,1.3,"Manioc, cru","Cassava (manioc), raw",159,1.36,38.06,0.28
manioc,1 tasse cuite,2,6184,1.3,"Manioc, farine","Cassava (manioc), flour",349,2.97,83.07,0.61
miso,1 bol,1,3319,0.65,"Soya, produits fermentés, miso","Soybean, fermented products, miso",198,12.79,25.37,6.01
miso,1 bol,2,60,0.4,"Garniture à dessert (non laitière), congelée, semi-solide","Dessert topping (non dairy), frozen, semisolid",319,1.25,23.05,25.31
miso,1 bol,3,980,0.25,"Soupe, poireaux, déshydratée","Soup, leek, dehydrated",377,11.25,60.78,10.9
miso,1 bol,4,981,0.25,"Soupe, minestrone, déshydratée","Soup, minestrone, dehydrated",358,20,53.6,7.8
miso,1 bol,5,982,0.25,"Soupe, champignons, déshydratée","Soup, mushroom, dehydrated",441,10.18,51.18,22.34
fruits,1 tasse,1,1522,1.05,"Fruit à pain, cru","Breadfruit, raw",103,1.07,27.12,0.23
fruits,1 tasse,2,7623,0.967,"Boisson, punch tropical, prêt-à-boire","Fruit drink, tropical punch, ready-to-drink",10,0,2.5,0
fruits,1 tasse,3,5402,0.9,"Confits, fruits","Candied foods, fruit",322,0.34,82.74,0.07
fruits,1 tasse,4,1712,0.883,"Fruits, salade (pêches, poires, abricots, ananas, cerises), conserve, jus, solides et liquide","Fruit salad (peach, pear, apricot, pineapple, cherry), canned, juice pack, solids and liquid",50,0.51,13.05,0.03
fruits,1 tasse,5,5393,0.883,"Fruits, cocktail (pêches, poires, abricots, ananas, cerises, raisins), conserve, dans du sirop extra épais, égouttés","Fruit cocktail (peach, pear, apricot, pineapple, cherry, grape), canned, heavy syrup, drained",70,0.47,18.8,0.1
légumes,1 tasse,1,2271,1.05,"Légumes, macédoine, congelée, non préparée","Vegetables, mixed, frozen, unprepared",72,3.33,13.47,0.52
légumes,1 tasse,2,2473,1.05,"Légumes, jus, cocktail, conserve","Vegetable juice cocktail, canned",22,0.93,3.87,0.31
légumes,1 tasse,3,5574,1.05,"Légumes, macédoine, conserve, sans sel","Vegetables, mixed, canned, unsalted",37,1.4,7.31,0.2
légumes,1 tasse,4,2272,1,"Légumes, macédoine, congelée, bouillie, égouttée","Vegetables, mixed, frozen, boiled, drained",65,2.86,13.09,0.15
légumes,1 tasse,5,2474,1,"Légumes, macédoine, conserve, solides égouttés","Vegetables, mixed, canned, drained solids",49,2.59,9.26,0.25
